Incident Number,Exposure Number,ID,Address,Incident Date,Call Number,Alarm DtTm,Arrival DtTm,Close DtTm,City,zipcode,Battalion,Station Area,Box,Suppression Units,Suppression Personnel,EMS Units,EMS Personnel,Other Units,Other Personnel,First Unit On Scene,Estimated Property Loss,Estimated Contents Loss,Fire Fatalities,Fire Injuries,Civilian Fatalities,Civilian Injuries,Number of Alarms,Primary Situation,Mutual Aid,Action Taken Primary,Action Taken Secondary,Action Taken Other,Detector Alerted Occupants,Property Use,Area of Fire Origin,Ignition Cause,Ignition Factor Primary,Ignition Factor Secondary,Heat Source,Item First Ignited,Human Factors Associated with Ignition,Structure Type,Structure Status,Floor of Fire Origin,Fire Spread,No Flame Spead,Number of floors with minimum damage,Number of floors with significant damage,Number of floors with heavy damage,Number of floors with extreme damage,Detectors Present,Detector Type,Detector Operation,Detector Effectiveness,Detector Failure Reason,Automatic Extinguishing System Present,Automatic Extinguishing Sytem Type,Automatic Extinguishing Sytem Perfomance,Automatic Extinguishing Sytem Failure Reason,Number of Sprinkler Heads Operating,Supervisor District,neighborhood_district,point
3002795,0,030027950,2695 Greenwich St.,2003-01-09T00:00:00,030090397,2003-01-09T23:46:45,2003-01-09T23:49:36,2003-01-10T00:00:12,SF,94123,B04,16,,3,11,0,0,0,0,E16,0,0,0,0,0,0,1,"220 - Rupture from air or gas, other",None,64 - Shut down system,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marina,POINT (-122.44383615 37.79775946)
3002574,0,030025740,3427 Ortega St.,2003-01-09T00:00:00,030090089,2003-01-09T08:13:56,2003-01-09T08:19:39,2003-01-09T08:23:26,SF,94122,B08,23,,1,4,0,0,0,0,E23,0,0,0,0,0,0,1,522 - Water or steam leak,None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunset/Parkside,POINT (-122.50043259 37.75106443)
3002576,0,030025760,445 Powell St.,2003-01-09T00:00:00,030090092,2003-01-09T08:22:38,2003-01-09T08:27:13,2003-01-09T08:39:04,SF,94133,B01,01,,3,11,0,0,0,0,E01,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,82 - Notify other agencies.,86 - Investigate,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nob Hill,POINT (-122.40881688 37.78885843)
3002581,0,030025810,2650 Green St.,2003-01-09T00:00:00,030090101,2003-01-09T08:50:43,2003-01-09T08:54:03,2003-01-09T08:56:15,SF,94123,B04,16,,1,4,0,0,0,0,E16,0,0,0,0,0,0,1,"715 - Local alarm sys., Malicious False alarm",None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marina,POINT (-122.44286341 37.79548514)
3002587,0,030025870,1215 Carolina St.,2003-01-09T00:00:00,030090110,2003-01-09T09:20:14,2003-01-09T09:25:08,2003-01-09T09:35:08,SF,94107,B10,37,,1,4,0,0,0,0,E09,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,86 - Investigate,-,-,-,"213 - Elem. school, inc. kindergarten",,,,,,,,,,,,,,,,,,,,,,,,,,,,Potrero Hill,POINT (-122.399403 37.753323)
3003336,0,030033360,9th Av. / Anza St.,2003-01-11T00:00:00,030110358,2003-01-11T21:24:29,2003-01-11T21:26:56,2003-01-11T21:50:47,SF,94121,B07,31,,1,5,0,0,0,0,E31,0,0,0,0,0,0,1,"220 - Rupture from air or gas, other",None,64 - Shut down system,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inner Richmond,POINT (-122.467355 37.778944)
3003339,0,030033390,671 7th Av.,2003-01-11T00:00:00,030110361,2003-01-11T21:29:42,2003-01-11T21:35:20,2003-01-11T22:06:24,SF,94121,B07,31,,2,9,0,0,0,0,E14,0,0,0,0,0,0,1,412 - Gas leak (natural gas or LPG),None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Inner Richmond,POINT (-122.465068 37.775878)
3003100,0,030031000,Skyline Bl. / Sloat Bl.,2003-01-11T00:00:00,030110029,2003-01-11T02:38:22,2003-01-11T02:43:36,2003-01-11T03:39:19,SF,94121,B08,19,,1,4,0,0,0,0,E19,0,0,0,0,0,0,1,"100 - Fire, other",None,"10 - Fire, other",-,-,U - Unknown,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunset/Parkside,POINT (-122.496634 37.733769)
3003107,0,030031070,334 Leavenworth St.,2003-01-11T00:00:00,030110036,2003-01-11T03:38:09,2003-01-11T03:42:07,2003-01-11T03:53:33,SF,94109,B02,03,,2,9,0,0,0,0,E03,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,86 - Investigate,-,-,U - Unknown,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenderloin,POINT (-122.41408016 37.7842582)
3003110,0,030031100,925 Leavenworth St.,2003-01-11T00:00:00,030110040,2003-01-11T04:08:14,2003-01-11T04:18:24,2003-01-11T04:31:31,SF,94109,B01,41,,1,4,0,0,0,0,E03,0,0,0,0,0,0,1,"100 - Fire, other",None,86 - Investigate,-,-,2 - Detector did not alert occupants,"449 - Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,,Nob Hill,POINT (-122.41580666 37.78969071)
3003345,0,030033450,9th St. / Howard St.,2003-01-11T00:00:00,030110369,2003-01-11T22:11:16,2003-01-11T22:14:10,2003-01-11T22:14:49,SF,94103,B02,36,,1,4,0,0,0,0,E36,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,South of Market,POINT (-122.413163 37.774993)
3003820,0,030038200,1055 Montgomery St.,2003-01-13T00:00:00,030130266,2003-01-13T14:56:52,2003-01-13T14:59:32,2003-01-13T15:04:47,SF,94108,B01,13,,1,4,0,0,0,0,T02,0,0,0,0,0,0,1,"130 - Mobile property (vehicle) fire, other",None,11 - Extinguish,12 - Salvage & overhaul,-,-,"962 - Residential street, road or residential dr","83 - Engine area, running gear, wheel area",2 - Unintentional,"20 - Mechanical failure, malfunction, othe",-,12 - Radiated/conducted heat operating equ,"68 - Filter, including evaporative cooler",N - None,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.40428346 37.79888771)
3003851,0,030038510,Bowdoin St. / Olmstead St.,2003-01-13T00:00:00,030130312,2003-01-13T16:47:12,2003-01-13T17:26:33,2003-01-13T17:26:41,SF,94134,B09,42,,1,4,0,0,0,0,E42,0,0,0,0,0,0,1,412 - Gas leak (natural gas or LPG),None,45 - Remove hazard,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Portola,POINT (-122.408524 37.721028)
3003835,0,030038350,350 Sloat Bl.,2003-01-13T00:00:00,030130290,2003-01-13T15:56:54,2003-01-13T16:02:22,2003-01-13T16:16:46,SF,94132,B08,19,,1,4,0,0,0,0,E19,0,0,0,0,0,0,1,522 - Water or steam leak,None,86 - Investigate,-,-,-,"110 - Fixed use recreation places, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunset/Parkside,POINT (-122.475642 37.734685)
3003836,0,030038360,360 Laguna Honda Bl.,2003-01-13T00:00:00,030130291,2003-01-13T15:58:52,2003-01-13T16:02:24,2003-01-13T16:28:46,SF,94131,B08,20,,1,4,0,0,0,0,E20,0,0,0,0,0,0,1,"463 - Vehicle accident, general cleanup",None,73 - Provide manpower,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,West of Twin Peaks,POINT (-122.458802 37.747952)
3003839,0,030038390,19th Av. / Wawona St.,2003-01-13T00:00:00,030130295,2003-01-13T16:07:02,2003-01-13T16:10:40,2003-01-13T16:11:43,SF,94116,B08,40,,1,4,0,0,0,0,E40,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.475288 37.737453)
3003840,0,030038400,849 - 851 Cole St.,2003-01-13T00:00:00,030130296,2003-01-13T16:07:29,2003-01-13T16:09:23,2003-01-13T16:26:01,SF,94117,B05,12,,8,30,1,2,0,0,E12,0,0,0,0,0,0,1,"113 - Cooking fire, confined to container",None,11 - Extinguish,63 - Restore fire alarm system,-,U - Unknown,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haight Ashbury,POINT (-122.45030658 37.76605634)
3003842,0,030038420,Drumm St. / Washington St.,2003-01-13T00:00:00,030130298,2003-01-13T16:12:32,2003-01-13T16:14:33,2003-01-13T16:15:13,SF,94104,B01,13,,2,9,0,0,0,0,E13,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial District/South Beach,POINT (-122.396962 37.796348)
3003846,0,030038460,353 Sacramento St.,2003-01-13T00:00:00,030130304,2003-01-13T16:20:58,2003-01-13T16:22:54,2003-01-13T16:27:11,SF,94104,B01,13,,2,9,0,0,0,0,E13,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial District/South Beach,POINT (-122.39971701 37.79390126)
3003875,0,030038750,245 Jefferson St.,2003-01-13T00:00:00,030130345,2003-01-13T18:26:34,2003-01-13T18:30:58,2003-01-13T18:36:07,SF,94133,B01,28,,3,11,0,0,0,0,E28,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,"160 - Eating, drinking places",,,,,,,,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.416539 37.808053)
3003877,0,030038770,2540 Chestnut St.,2003-01-13T00:00:00,030130347,2003-01-13T18:31:02,2003-01-13T18:34:13,2003-01-13T19:46:33,SF,94123,B04,16,,1,4,0,0,0,0,E16,0,0,0,0,0,0,1,554 - Assist invalid,None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marina,POINT (-122.44529907 37.79995476)
3003884,0,030038840,Eddy St. / Webster St.,2003-01-13T00:00:00,030130359,2003-01-13T18:51:22,2003-01-13T18:51:22,2003-01-13T18:53:21,SF,94102,B05,05,,1,4,0,0,0,0,,0,0,0,0,0,0,1,154 - Dumpster/Outside trash receptacle fire,None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.430612 37.781644)
3003886,0,030038860,Crescent Av. / Murray St.,2003-01-13T00:00:00,030130360,2003-01-13T18:59:15,2003-01-13T19:01:05,2003-01-13T19:01:22,SF,94110,B06,32,,1,4,0,0,0,0,E32,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.420225 37.735187)
3004362,0,030043620,151 Jennings St.,2003-01-15T00:00:00,030150233,2003-01-15T13:09:01,2003-01-15T13:11:51,2003-01-15T13:49:16,SF,94124,B10,25,,1,4,0,0,0,0,E25,0,0,0,0,0,0,1,444 - Power line down (wire),None,55 - Establish safe area,-,-,-,965 - Vehicle parking area,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayview Hunters Point,POINT (-122.37844576 37.73804672)
3004375,0,030043750,1700 La Salle Av.,2003-01-15T00:00:00,030150256,2003-01-15T14:02:29,2003-01-15T14:04:50,2003-01-15T15:03:00,SF,94124,B10,25,,2,6,0,0,0,0,E25,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,32 - Provide basic life support (BLS),-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayview Hunters Point,POINT (-122.3893289 37.73881986)
3004379,0,030043790,445 Wawona St.,2003-01-15T00:00:00,030150260,2003-01-15T14:10:45,2003-01-15T14:15:17,2003-01-15T14:25:40,SF,94122,B08,39,,3,11,0,0,0,0,E39,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,331 - Hospital - medical or psychiatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,West of Twin Peaks,POINT (-122.471472 37.737557)
3004384,0,030043840,Great Hy. / Pacheco St.,2003-01-15T00:00:00,030150266,2003-01-15T14:18:32,2003-01-15T14:24:55,2003-01-15T14:34:55,SF,94122,B08,23,,1,4,0,0,0,0,E23,0,0,0,0,0,0,1,"151 - Outside rubbish, trash or waste fire",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunset/Parkside,POINT (-122.507941 37.749109)
3004388,0,030043880,10th St. / Bryant St.,2003-01-15T00:00:00,030150270,2003-01-15T14:42:08,2003-01-15T14:45:39,2003-01-15T14:46:08,SF,94103,B02,29,,2,9,0,0,0,0,E29,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,South of Market,POINT (-122.409739 37.770348)
3004391,0,030043910,505 Lyon St.,2003-01-15T00:00:00,030150275,2003-01-15T14:50:40,2003-01-15T15:00:45,2003-01-15T15:00:45,SF,94115,B05,21,,1,4,0,0,0,0,,0,0,0,0,0,0,1,554 - Assist invalid,None,71 - Assist physically disabled,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lone Mountain/USF,POINT (-122.44317978 37.77559489)
3004392,0,030043920,Bush St. / Laguna St.,2003-01-15T00:00:00,030150276,2003-01-15T14:51:10,2003-01-15T14:55:06,2003-01-15T14:55:06,SF,94109,B04,38,,2,9,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Pacific Heights,POINT (-122.428528 37.78765)
3005105,0,030051050,1804 Sunnydale Av.,2003-01-18T00:00:00,030180019,2003-01-18T01:47:39,2003-01-18T01:52:19,2003-01-18T02:16:23,SF,94124,B09,43,,1,4,0,0,0,0,E43,0,0,0,0,0,0,1,131 - Passenger vehicle fire,None,11 - Extinguish,-,-,-,"962 - Residential street, road or residential dr",81 - Operator/passenger area/transport equ,1 - Intentional,-,-,60 - Heat; other open flame/smoking materi,"21 - Upholstered sofa, chair, vehicle seat",-,,,,,,,,,,,,,,,,,,,,,Visitacion Valley,POINT (-122.4150847 37.7117151)
3005327,0,030053270,119 Broad St.,2003-01-18T00:00:00,030180338,2003-01-18T19:45:36,2003-01-18T19:47:49,2003-01-18T19:54:47,SF,94112,B09,33,,1,4,0,0,0,0,E33,0,0,0,0,0,0,1,"151 - Outside rubbish, trash or waste fire",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceanview/Merced/Ingleside,POINT (-122.45665543 37.7129051)
3005331,0,030053310,1034 Hampshire,2003-01-18T00:00:00,030180340,2003-01-18T19:56:42,2003-01-18T20:09:03,2003-01-18T20:13:55,SF,94110,B10,37,,1,4,0,0,0,0,E37,0,0,0,0,0,0,1,"151 - Outside rubbish, trash or waste fire",None,11 - Extinguish,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potrero Hill,POINT (-122.4066274 37.75534626)
3005337,0,030053370,2105 Broadway,2003-01-18T00:00:00,030180347,2003-01-18T20:52:37,2003-01-18T20:55:26,2003-01-18T20:59:46,SF,94115,B04,38,,3,11,0,0,0,0,E38,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacific Heights,POINT (-122.43190792 37.79449455)
3005340,0,030053400,Divisadero St. / Turk St.,2003-01-18T00:00:00,030180350,2003-01-18T20:57:00,2003-01-18T20:59:14,2003-01-18T20:59:44,SF,94102,B05,05,,2,9,0,0,0,0,E05,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.438741 37.779659)
3005344,0,030053440,1 The Embarcadero Sou,2003-01-18T00:00:00,030180354,2003-01-18T21:11:58,2003-01-18T21:15:23,2003-01-18T21:26:36,SF,94105,B03,35,,1,4,0,0,0,0,E35,0,0,0,0,0,0,1,"463 - Vehicle accident, general cleanup",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial District/South Beach,POINT (-122.393413 37.795204)
3005657,0,030056570,2100 Washington St.,2003-01-20T00:00:00,030200069,2003-01-20T08:44:40,2003-01-20T08:47:23,2003-01-20T08:49:10,SF,94115,B04,38,,3,11,0,0,0,0,E38,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacific Heights,POINT (-122.42805359 37.79266784)
3005663,0,030056630,331 Anza St.,2003-01-20T00:00:00,030200085,2003-01-20T09:13:27,2003-01-20T09:22:53,2003-01-20T09:23:35,SF,94117,B05,10,,1,4,0,0,0,0,E10,0,0,0,0,0,0,1,531 - Smoke or odor removal,None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Lone Mountain/USF,POINT (-122.450152 37.78064)
3005667,0,030056670,219 Anzavista Av.,2003-01-20T00:00:00,030200094,2003-01-20T09:35:23,2003-01-20T09:38:33,2003-01-20T09:41:00,SF,94117,B05,21,,1,4,0,0,0,0,E21,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Lone Mountain/USF,POINT (-122.4434037 37.77964323)
3005670,0,030056700,1312 Utah St.,2003-01-20T00:00:00,030200100,2003-01-20T09:46:21,2003-01-20T09:49:00,2003-01-20T10:06:53,SF,94110,B10,09,,5,19,2,3,0,0,B06,0,0,0,0,0,0,1,"113 - Cooking fire, confined to container",None,52 - Forcible entry,-,-,1 - Detector alerted occupants,429 - Multifamily dwellings,"24 - Cooking area, kitchen",2 - Unintentional,12 - Heat source too close to combustibles,-,12 - Radiated/conducted heat operating equ,"76 - Cooking materials, inc. Edible materi",N - None,,,,,,,,,,,,,,,,,,,,,Mission,POINT (-122.405399 37.752851)
3005671,0,030056710,340 Pine St.,2003-01-20T00:00:00,030200101,2003-01-20T09:48:26,2003-01-20T09:50:56,2003-01-20T10:08:16,SF,94111,B01,13,,3,11,0,0,0,0,E13,0,0,0,0,0,0,1,"113 - Cooking fire, confined to container",None,86 - Investigate,-,-,1 - Detector alerted occupants,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial District/South Beach,POINT (-122.401716 37.792077)
3005672,0,030056720,600 Jones St.,2003-01-20T00:00:00,030200102,2003-01-20T09:49:35,2003-01-20T09:51:51,2003-01-20T09:52:30,SF,94109,B01,03,,1,4,0,0,0,0,E03,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Tenderloin,POINT (-122.413102 37.786797)
3005681,0,030056810,Rio Verde St. / Velasco Av.,2003-01-20T00:00:00,030200116,2003-01-20T10:12:54,2003-01-20T10:20:19,2003-01-20T10:23:18,SF,94134,B09,44,,1,4,0,0,0,0,E42,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Visitacion Valley,POINT (-122.41505 37.708996)
3005682,0,030056820,1st St. / Market St.,2003-01-20T00:00:00,030200117,2003-01-20T10:14:37,2003-01-20T10:16:55,2003-01-20T10:17:44,SF,94105,B03,13,,2,9,0,0,0,0,E13,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial District/South Beach,POINT (-122.399152 37.791016)
3005685,0,030056850,34 Dartmouth St.,2003-01-20T00:00:00,030200122,2003-01-20T10:29:21,2003-01-20T10:32:08,2003-01-20T10:44:42,SF,94124,B09,42,,5,19,1,2,0,0,E42,0,0,0,0,0,0,1,"113 - Cooking fire, confined to container",None,86 - Investigate,-,-,2 - Detector did not alert occupants,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portola,POINT (-122.4137167 37.7305586)
3005689,0,030056890,300 Sea Cliff Av.,2003-01-20T00:00:00,030200128,2003-01-20T10:40:14,2003-01-20T10:42:49,2003-01-20T10:44:29,SF,94121,B07,14,,3,11,0,0,0,0,E14,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seacliff,POINT (-122.48954 37.78851)
3005690,0,030056900,1746 Sunnydale Av.,2003-01-20T00:00:00,030200129,2003-01-20T10:50:42,2003-01-20T10:58:34,2003-01-20T11:16:06,SF,94112,B09,43,,1,4,0,0,0,0,E43,0,0,0,0,0,0,1,511 - Lock-out,None,"00 - Action taken, other",-,-,-,"150 - Public or government, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Visitacion Valley,POINT (-122.418644 37.712626)
3006212,0,030062120,1525 Broderick St.,2003-01-22T00:00:00,030220087,2003-01-22T08:57:08,2003-01-22T09:01:32,2003-01-22T09:20:00,SF,94102,B05,10,,1,5,0,0,0,0,T10,0,0,0,0,0,0,1,"331 - Lock-in (if lock out , use 511 )",None,52 - Forcible entry,-,-,-,"150 - Public or government, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,Japantown,POINT (-122.44226576 37.78446643)
3006409,0,030064090,21st St. / Valencia St.,2003-01-22T00:00:00,030220420,2003-01-22T22:37:01,2003-01-22T22:39:58,2003-01-22T22:40:44,SF,94110,B06,07,,1,5,0,0,0,0,E07,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,64 - Shut down system,-,-,-,"449 - Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mission,POINT (-122.421119 37.756901)
3006220,0,030062200,21st St. / Chattanooga St.,2003-01-22T00:00:00,030220115,2003-01-22T09:35:46,2003-01-22T09:39:40,2003-01-22T09:50:44,SF,94131,B06,11,,1,4,0,0,0,0,E11,0,0,0,0,0,0,1,"520 - Water problem, other",None,82 - Notify other agencies.,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mission,POINT (-122.42500173006614 37.7567239430647)
3006219,0,030062190,2648 Pierce St.,2003-01-22T00:00:00,030220116,2003-01-22T09:34:51,2003-01-22T09:37:37,2003-01-22T09:39:34,SF,94109,B04,16,,2,9,0,0,0,0,E16,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacific Heights,POINT (-122.43797637 37.79442049)
